id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
4486849,9052260,2,driver,male,73,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4487763,9052407,2,passenger,female,61,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4487826,9052418,2,passenger,female,50,other visible injury,passenger seat 4,not required,lap/shoulder harness used,not ejected
4487827,9052418,2,passenger,female,18,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4488787,9052591,1,passenger,female,74,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4488788,9052591,1,passenger,male,4,no injury,passenger seat 4,air bag not deployed,,not ejected
4489516,9052714,1,passenger,female,52,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4489517,9052714,1,driver,male,62,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4489518,9052714,2,driver,male,57,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4490026,9052801,2,passenger,female,31,complaint of pain,passenger seat 3,air bag deployed,shoulder harness used,not ejected
4490177,9052825,2,driver,female,27,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,unknown
4490474,9052869,2,driver,female,54,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4490678,9052905,2,driver,male,33,suspected minor injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4490786,9052926,2,pedestrian,male,31,suspected minor injury,other occupants,not required,,not ejected
4490883,9052942,2,driver,,24,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4490884,9052942,2,passenger,male,1,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4491209,9052999,2,driver,male,28,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4491897,9053285,1,driver,male,57,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4491919,9053298,1,driver,female,36,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4491920,9053298,2,driver,male,46,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4491927,9053308,1,pedestrian,male,13,suspected serious injury,driver,not required,,unknown
4491928,9053308,2,pedestrian,female,14,suspected serious injury,driver,not required,,unknown
4491938,9053317,2,driver,male,26,severe injury,driver,not required,"driver, motorcycle helmet used",partially ejected
4491982,9053358,1,driver,male,20,other visible injury,driver,air bag deployed,,not ejected
4492320,9053429,1,passenger,male,4,no injury,passenger seat 4,child restraint in vehicle used,,not ejected
4492321,9053429,2,passenger,female,15,no injury,passenger seat 3,lap/shoulder harness used,,not ejected
4492379,9053439,1,driver,female,28,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4492380,9053439,1,passenger,male,0,no injury,passenger seat 3,air bag not deployed,child restraint in vehicle used,not ejected
4492595,9053476,1,driver,,69,complaint of pain,driver,air bag deployed,lap/shoulder harness used,unknown
4492620,9053481,1,passenger,male,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4493705,9053684,1,driver,male,31,other visible injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4494000,9053740,3,other,female,29,other visible injury,position unknown,,,unknown
4494189,9053770,1,driver,male,20,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4494190,9053770,1,passenger,male,20,complaint of pain,passenger seat 2,air bag deployed,lap/shoulder harness used,not ejected
4494191,9053770,2,driver,male,41,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4494425,9053811,1,driver,,26,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4494448,9053815,1,passenger,female,4,suspected minor injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4494449,9053815,1,passenger,male,1,suspected minor injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4494450,9053815,1,passenger,female,8,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4494451,9053815,1,driver,male,37,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4495003,9053914,2,pedestrian,,61,complaint of pain,position unknown,,,unknown
4495060,9053922,1,passenger,male,1,possible injury,position unknown,air bag not deployed,child restraint in vehicle used,not ejected
4495061,9053922,2,driver,male,29,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4495177,9053938,2,driver,male,42,possible injury,driver,air bag not deployed,not required,not ejected
4495762,9054042,1,driver,female,61,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4495991,9054073,1,driver,male,31,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4495992,9054073,2,driver,male,52,complaint of pain,driver,air bag deployed,lap/shoulder harness not used,not ejected
4496540,9054188,2,passenger,male,,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4497616,9054375,1,driver,male,41,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4497617,9054375,2,driver,female,42,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4497618,9054375,2,passenger,female,,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4497734,9054391,1,driver,male,38,other visible injury,driver,air bag deployed,lap belt used,not ejected
4497735,9054391,2,driver,female,54,complaint of pain,driver,air bag deployed,lap belt used,not ejected
4497770,9054395,1,driver,female,34,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4497806,9054400,1,driver,female,45,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4497807,9054400,2,driver,female,69,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4497837,9054404,2,pedestrian,female,33,complaint of pain,position unknown,,,not ejected
4497885,9054411,1,driver,male,32,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4497886,9054411,2,driver,female,27,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4497887,9054411,2,passenger,female,44,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4497888,9054411,2,passenger,female,1,no injury,passenger seat 4,air bag not deployed,child restraint in vehicle used,not ejected
4497937,9054418,1,driver,male,42,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4497938,9054418,1,passenger,male,14,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4498072,9054440,2,driver,female,49,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4498146,9054450,1,driver,female,27,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4498147,9054450,2,driver,female,66,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4498266,9054468,2,pedestrian,female,24,complaint of pain,position unknown,not required,,not ejected
4498379,9054486,2,pedestrian,female,78,complaint of pain,position unknown,,,not ejected
4498429,9054494,2,driver,female,42,complaint of pain,driver,air bag not deployed,unknown,not ejected
4498430,9054494,2,passenger,male,19,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4498431,9054494,2,passenger,male,30,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4498432,9054494,2,passenger,female,19,complaint of pain,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4498433,9054494,2,passenger,male,3,no injury,passenger seat 5,air bag not deployed,lap/shoulder harness used,not ejected
4498490,9054504,2,other,male,22,complaint of pain,other occupants,other,not required,not ejected
4498505,9054506,2,pedestrian,male,50,other visible injury,position unknown,,,unknown
4498749,9054543,1,driver,male,21,complaint of pain,driver,not required,"driver, motorcycle helmet used",unknown
4500313,9054821,2,passenger,female,21,complaint of pain,passenger seat 6,shoulder harness used,,not ejected
4500314,9054821,2,passenger,male,21,complaint of pain,passenger seat 4,shoulder harness used,,not ejected
4500718,9054886,2,bicyclist,female,19,possible injury,driver,not required,unknown,not ejected
4500900,9054914,2,driver,female,58,complaint of pain,driver,other,lap/shoulder harness used,not ejected
4500944,9054920,2,driver,male,73,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4500945,9054920,2,passenger,female,28,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4501214,9054961,1,driver,,26,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4501273,9054969,1,driver,male,55,complaint of pain,driver,,,unknown
4501281,9054971,2,pedestrian,male,44,other visible injury,position unknown,,,unknown
4501289,9054973,2,driver,male,27,other visible injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4501327,9054978,1,driver,female,28,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501328,9054978,2,driver,male,34,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501329,9054978,2,passenger,male,37,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4501394,9054991,2,driver,female,59,severe injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501407,9054995,2,driver,female,27,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501422,9054997,2,driver,male,51,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4501485,9055007,1,driver,female,22,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501486,9055007,1,passenger,female,30,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4501487,9055007,2,driver,female,27,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4501509,9055010,1,passenger,male,56,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4501510,9055010,2,passenger,female,14,other visible injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4501511,9055010,2,driver,female,41,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501666,9055037,2,driver,female,25,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4501776,9055055,1,driver,female,54,complaint of pain,driver,air bag not deployed,air bag deployed,not ejected
4501777,9055055,1,passenger,female,13,complaint of pain,passenger seat 6,air bag not deployed,air bag deployed,not ejected
4501778,9055055,1,passenger,,14,no injury,passenger seat 4,air bag not deployed,air bag deployed,not ejected
4501779,9055055,2,passenger,female,30,complaint of pain,passenger seat 3,air bag not deployed,air bag deployed,not ejected
4501822,9055063,1,driver,female,47,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4501915,9055083,1,driver,female,67,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4501916,9055083,2,driver,male,50,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4501960,9055091,1,driver,male,18,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4502056,9055104,2,passenger,male,18,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4502057,9055104,2,passenger,female,22,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4502058,9055104,2,passenger,female,25,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4502059,9055104,2,passenger,male,1,no injury,passenger seat 5,child restraint in vehicle used,lap/shoulder harness used,not ejected
4502104,9055114,1,driver,female,35,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4502105,9055114,2,driver,female,29,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4502380,9055157,1,passenger,male,47,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,unknown
4502745,9055218,1,driver,male,55,complaint of pain,driver,lap/shoulder harness used,air bag deployed,not ejected
4502746,9055218,2,driver,female,30,other visible injury,driver,lap/shoulder harness used,air bag deployed,not ejected
4502747,9055218,2,passenger,male,25,other visible injury,passenger seat 3,lap/shoulder harness used,air bag deployed,not ejected
4502884,9055242,1,driver,female,69,complaint of pain,driver,lap/shoulder harness used,,unknown
4502943,9055251,1,driver,male,57,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4503740,9055392,2,driver,male,47,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4503741,9055392,3,passenger,male,50,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4503887,9055415,2,pedestrian,female,34,other visible injury,position unknown,,,unknown
4504087,9055453,2,driver,male,18,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4504088,9055453,3,passenger,female,20,other visible injury,passenger seat 4,not required,lap/shoulder harness not used,not ejected
4504089,9055453,3,passenger,female,48,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness not used,not ejected
4504331,9055493,1,driver,female,78,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4504332,9055493,2,passenger,male,29,complaint of pain,driver,air bag not deployed,lap/shoulder harness not used,not ejected
4504380,9055501,2,pedestrian,male,15,other visible injury,position unknown,,,unknown
4504910,9055602,2,bicyclist,male,26,other visible injury,driver,not required,"driver, motorcycle helmet used",unknown
4504919,9055603,2,pedestrian,male,18,other visible injury,position unknown,,,unknown
4504941,9055606,2,driver,female,27,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4504966,9055610,2,bicyclist,male,29,complaint of pain,driver,other,unknown,not ejected
4504979,9055613,1,driver,female,69,other visible injury,driver,air bag deployed,lap/shoulder harness used,unknown
4505146,9055638,1,bicyclist,male,38,complaint of pain,driver,not required,unknown,not ejected
4505181,9055641,1,driver,female,43,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4505182,9055641,2,driver,female,35,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4505183,9055641,2,passenger,female,5,complaint of pain,passenger seat 4,air bag deployed,child restraint in vehicle used,not ejected
4505188,9055642,2,driver,male,29,severe injury,driver,not required,"driver, motorcycle helmet used",fully ejected
4505240,9055649,2,driver,female,19,complaint of pain,driver,air bag deployed,lap/shoulder harness used,unknown
4505293,9055658,2,pedestrian,male,15,severe injury,position unknown,,,unknown
4505354,9055669,2,passenger,,,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4505378,9055673,1,passenger,male,61,complaint of pain,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4505379,9055673,1,passenger,female,63,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4505380,9055673,1,passenger,female,55,no injury,passenger seat 5,air bag not deployed,lap/shoulder harness used,not ejected
4505381,9055673,1,passenger,male,51,no injury,rear occupant of truck or van,air bag not deployed,lap/shoulder harness used,not ejected
4505382,9055673,1,passenger,female,56,no injury,rear occupant of truck or van,air bag not deployed,lap/shoulder harness used,not ejected
4505383,9055673,1,passenger,female,60,no injury,rear occupant of truck or van,air bag not deployed,lap/shoulder harness used,not ejected
4505384,9055673,1,passenger,female,73,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4505385,9055673,2,driver,male,30,other visible injury,driver,not required,unknown,fully ejected
4505387,9055674,2,pedestrian,male,49,severe injury,position unknown,,,fully ejected
4505393,9055675,1,driver,female,29,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4505394,9055675,2,passenger,female,23,no injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4505511,9055700,2,driver,female,49,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4505536,9055704,1,passenger,female,19,severe injury,position unknown,air bag deployed,unknown,not ejected
4505537,9055704,2,driver,female,29,complaint of pain,driver,air bag deployed,unknown,not ejected
4505584,9055714,1,driver,female,50,suspected serious injury,driver,not required,"driver, motorcycle helmet used",not ejected
4505696,9055735,2,passenger,female,46,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4505875,9055765,2,driver,female,24,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4505876,9055765,2,passenger,female,4,complaint of pain,passenger seat 4,not required,child restraint in vehicle used,not ejected
4506407,9055851,1,driver,male,38,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4506473,9055925,2,driver,male,55,severe injury,driver,other,"driver, motorcycle helmet used",fully ejected
4506475,9055927,2,passenger,male,20,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness not used,not ejected
4506478,9055933,1,driver,male,40,other visible injury,driver,air bag deployed,lap/shoulder harness not used,not ejected
4506479,9055933,2,driver,female,44,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4506483,9055941,2,pedestrian,male,45,other visible injury,position unknown,,,unknown
4506672,9055978,2,driver,male,54,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4506860,9056012,2,pedestrian,female,16,possible injury,position unknown,,,not ejected
4506954,9056028,1,driver,female,52,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4507131,9056060,1,driver,female,56,suspected minor injury,driver,lap belt used,lap/shoulder harness used,not ejected
4507132,9056060,1,passenger,male,90,no injury,passenger seat 4,lap belt used,lap/shoulder harness used,not ejected
4507133,9056060,1,passenger,male,75,no injury,passenger seat 3,lap belt used,lap/shoulder harness used,not ejected
4507134,9056060,3,passenger,male,11,no injury,passenger seat 3,lap belt used,lap/shoulder harness used,not ejected
4507321,9056093,2,driver,female,58,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4507322,9056093,2,passenger,female,82,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4507412,9056106,1,driver,female,28,complaint of pain,position unknown,air bag not deployed,lap/shoulder harness used,not ejected
4507413,9056106,2,passenger,female,43,complaint of pain,position unknown,air bag not deployed,lap/shoulder harness used,not ejected
4507525,9056126,2,driver,female,19,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4507526,9056126,2,passenger,female,,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4508341,9056271,1,driver,,36,other visible injury,driver,,,unknown
4508373,9056275,1,driver,male,62,complaint of pain,driver,air bag deployed,other,unknown
4508374,9056275,2,driver,male,36,complaint of pain,driver,air bag deployed,air bag not deployed,unknown
4508429,9056283,2,driver,male,25,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4508873,9056356,2,driver,female,41,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4509637,9056499,2,driver,male,42,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4509720,9056514,1,driver,female,60,severe injury,driver,air bag deployed,lap/shoulder harness used,unknown
4509721,9056514,2,passenger,female,21,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,unknown
4509722,9056514,2,passenger,female,19,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,unknown
4509945,9056550,2,bicyclist,male,14,complaint of pain,driver,,,not ejected
4510487,9056642,2,driver,female,54,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4510614,9056664,2,driver,female,67,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4510615,9056664,2,passenger,male,13,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4510658,9056670,1,passenger,female,27,no injury,passenger seat 2,air bag deployed,lap belt used,not ejected
4510659,9056670,2,passenger,female,,complaint of pain,passenger seat 6,air bag deployed,lap belt used,not ejected
4510660,9056670,2,passenger,male,,no injury,passenger seat 3,air bag deployed,lap belt used,not ejected
4510726,9056682,1,driver,female,38,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4510727,9056682,1,passenger,male,26,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4510728,9056682,1,passenger,male,27,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4510729,9056682,2,driver,male,23,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4510817,9056695,2,pedestrian,female,28,complaint of pain,position unknown,,,unknown
4510946,9056718,2,passenger,,,suspected minor injury,passenger seat 2,air bag deployed,lap/shoulder harness used,not ejected
4511120,9056750,2,passenger,female,57,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4511141,9056754,2,passenger,female,22,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4512171,9056946,1,passenger,male,24,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4512795,9057067,2,driver,male,41,complaint of pain,driver,,,not ejected
4512980,9057103,1,passenger,male,7,no injury,passenger seat 5,air bag not deployed,lap/shoulder harness used,not ejected
4512981,9057103,1,passenger,female,3,no injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
4512982,9057103,2,bicyclist,male,27,other visible injury,driver,not required,none in vehicle,fully ejected
4513064,9057116,1,driver,male,24,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4513095,9057122,2,driver,male,39,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4513109,9057124,2,bicyclist,male,20,complaint of pain,,"driver, motorcycle helmet not used",,not ejected
4513200,9057136,2,driver,male,35,other visible injury,driver,not required,"driver, motorcycle helmet not used",not ejected
4513230,9057141,2,passenger,female,21,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4513755,9057236,2,passenger,female,72,no injury,passenger seat 3,,lap/shoulder harness used,not ejected
4513924,9057265,1,bicyclist,male,24,complaint of pain,,,,not ejected
4513944,9057268,1,passenger,male,57,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4513945,9057268,2,passenger,female,85,complaint of pain,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4513946,9057268,2,passenger,male,18,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4514223,9057317,1,passenger,,,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4515571,9057568,1,driver,male,34,complaint of pain,driver,air bag deployed,unknown,not ejected
4515572,9057568,2,passenger,female,29,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4515573,9057568,2,passenger,female,9,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4515574,9057568,2,passenger,male,11,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4515687,9057591,2,passenger,male,9,complaint of pain,passenger seat 4,air bag deployed,lap/shoulder harness used,
4515688,9057591,2,passenger,female,15,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,
4516024,9057652,1,passenger,male,20,other visible injury,passenger seat 2,air bag deployed,lap/shoulder harness used,not ejected
4516734,9057792,1,driver,female,39,suspected minor injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4516985,9057834,2,driver,female,50,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4517297,9057880,1,driver,female,20,severe injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4518111,9058129,1,driver,male,33,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4518467,9058191,2,pedestrian,male,70,other visible injury,,,,
4518633,9058217,2,driver,male,65,other visible injury,driver,,,not ejected
4518634,9058217,2,passenger,,,complaint of pain,passenger seat 2,,,not ejected
4518939,9058273,2,driver,male,64,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4519171,9058317,1,driver,male,43,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4519455,9058370,2,driver,,33,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4519690,9058418,2,driver,male,55,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4519936,9058467,1,driver,female,26,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4520067,9058493,2,passenger,female,20,no injury,passenger seat 3,,lap/shoulder harness used,not ejected
4520507,9058570,2,pedestrian,male,46,complaint of pain,position unknown,,,unknown
4520535,9058574,2,bicyclist,male,17,complaint of pain,driver,not required,"driver, motorcycle helmet not used",not ejected
4520546,9058577,1,passenger,female,32,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
4520623,9058591,1,passenger,male,34,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4520624,9058591,2,pedestrian,male,31,complaint of pain,position unknown,,,unknown
4520684,9058601,2,driver,female,31,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4520685,9058601,2,passenger,male,11,complaint of pain,passenger seat 4,air bag deployed,lap/shoulder harness used,not ejected
4520717,9058605,2,passenger,male,84,other visible injury,position unknown,"passenger, motorcycle helmet used",air bag deployed,not ejected
4520718,9058605,2,driver,,69,complaint of pain,driver,,,not ejected
4520839,9058625,1,passenger,female,13,no injury,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
4520840,9058625,1,passenger,female,16,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4520841,9058625,2,driver,female,36,complaint of pain,other occupants,air bag not deployed,lap/shoulder harness used,not ejected
4520842,9058625,2,passenger,female,28,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4521017,9058649,2,passenger,female,22,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4521018,9058649,2,driver,female,41,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4521075,9058659,2,driver,male,31,complaint of pain,driver,other,,unknown
4521076,9058659,2,passenger,female,29,complaint of pain,passenger seat 2,other,,unknown
4521077,9058659,2,passenger,female,21,complaint of pain,passenger seat 4,other,,unknown
4521160,9058673,1,passenger,female,39,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4521186,9058678,2,passenger,female,,no injury,position unknown,air bag not deployed,unknown,not ejected
4522220,9058862,1,passenger,male,47,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4522221,9058862,2,driver,male,54,complaint of pain,driver,air bag not deployed,none in vehicle,not ejected
4522714,9058950,2,driver,male,54,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
4523131,9059018,2,driver,male,26,other visible injury,driver,none in vehicle,"driver, motorcycle helmet used",fully ejected
4523192,9059028,2,pedestrian,female,32,severe injury,position unknown,not required,"driver, motorcycle helmet not used",unknown
4523720,9059116,2,pedestrian,female,48,complaint of pain,position unknown,not required,,not ejected
4524284,9059218,2,pedestrian,female,69,complaint of pain,position unknown,,,not ejected
4524296,9059221,1,passenger,female,,no injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
4524297,9059221,2,driver,male,66,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4525163,9059384,2,driver,male,57,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4525351,9059412,1,driver,male,25,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
4525352,9059412,2,driver,male,37,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
4526156,9059528,1,pedestrian,male,43,other visible injury,position unknown,air bag not deployed,,unknown
4528072,9059879,1,passenger,female,31,no injury,position unknown,air bag not deployed,not required,not ejected
4528073,9059879,1,passenger,female,56,complaint of pain,position unknown,air bag not deployed,not required,not ejected
4528074,9059879,1,passenger,female,20,no injury,position unknown,air bag not deployed,not required,not ejected
4528075,9059879,1,passenger,male,52,no injury,position unknown,air bag not deployed,not required,not ejected
4528076,9059879,1,passenger,female,39,complaint of pain,position unknown,air bag not deployed,not required,not ejected
4528077,9059879,1,passenger,male,58,no injury,position unknown,air bag not deployed,not required,not ejected
4528078,9059879,1,passenger,male,72,no injury,position unknown,air bag not deployed,not required,not ejected
4528079,9059879,2,passenger,female,3,no injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
4528110,9059885,2,pedestrian,male,48,other visible injury,position unknown,,not required,unknown
4528122,9059887,2,bicyclist,male,58,other visible injury,driver,not required,"driver, motorcycle helmet not used",fully ejected
4528243,9059908,2,driver,male,34,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
4528371,9059929,1,passenger,male,48,no injury,passenger seat 3,,,unknown
4528372,9059929,2,passenger,female,24,complaint of pain,passenger seat 6,,,unknown
